gameId;strategy;wins;losses
139;Leprechauns;1209;1223
140;CallingRulesWithRandomPlay;1223;1209
140;Leprechauns;1209;1223
141;CallingRulesWithRandomPlay;1223;1209
141;Leprechauns;1209;1223
142;CallingRulesWithRandomPlay;1243;1221
142;Leprechauns;1221;1243
143;CallingRulesWithRandomPlay;1263;1233
143;Leprechauns;1233;1263
144;CallingRulesWithRandomPlay;1282;1246
144;Leprechauns;1246;1282
145;CallingRulesWithRandomPlay;1298;1262
145;Leprechauns;1262;1298
146;CallingRulesWithRandomPlay;1314;1278
146;Leprechauns;1278;1314
147;CallingRulesWithRandomPlay;1314;1278
147;Leprechauns;1278;1314
148;CallingRulesWithRandomPlay;1314;1278
148;Leprechauns;1278;1314
149;CallingRulesWithRandomPlay;1330;1294
149;Leprechauns;1294;1330
150;CallingRulesWithRandomPlay;1348;1308
150;Leprechauns;1308;1348
151;CallingRulesWithRandomPlay;1348;1308
151;Leprechauns;1308;1348
152;CallingRulesWithRandomPlay;1348;1308
152;Leprechauns;1308;1348
153;CallingRulesWithRandomPlay;1364;1324
153;Leprechauns;1324;1364
154;CallingRulesWithRandomPlay;1364;1324
154;Leprechauns;1324;1364
155;CallingRulesWithRandomPlay;1364;1324
155;Leprechauns;1324;1364
156;CallingRulesWithRandomPlay;1364;1324
156;Leprechauns;1324;1364
157;CallingRulesWithRandomPlay;1381;1339
157;Leprechauns;1339;1381
158;CallingRulesWithRandomPlay;1397;1355
158;Leprechauns;1355;1397
159;CallingRulesWithRandomPlay;1413;1371
159;Leprechauns;1371;1413
160;CallingRulesWithRandomPlay;1413;1371
160;Leprechauns;1371;1413
161;CallingRulesWithRandomPlay;1427;1389
161;Leprechauns;1389;1427
162;CallingRulesWithRandomPlay;1427;1389
162;Leprechauns;1389;1427
163;CallingRulesWithRandomPlay;1444;1404
163;Leprechauns;1404;1444
164;CallingRulesWithRandomPlay;1460;1420
164;Leprechauns;1420;1460
165;CallingRulesWithRandomPlay;1460;1420
165;Leprechauns;1420;1460
166;CallingRulesWithRandomPlay;1477;1435
166;Leprechauns;1435;1477
167;CallingRulesWithRandomPlay;1493;1451
167;Leprechauns;1451;1493
168;CallingRulesWithRandomPlay;1510;1466
168;Leprechauns;1466;1510
169;CallingRulesWithRandomPlay;1510;1466
169;Leprechauns;1466;1510
170;CallingRulesWithRandomPlay;1510;1466
170;Leprechauns;1466;1510
171;CallingRulesWithRandomPlay;1526;1482
171;Leprechauns;1482;1526
172;CallingRulesWithRandomPlay;1542;1498
172;Leprechauns;1498;1542
173;CallingRulesWithRandomPlay;1542;1498
173;Leprechauns;1498;1542
174;CallingRulesWithRandomPlay;1542;1498
174;Leprechauns;1498;1542
175;CallingRulesWithRandomPlay;1558;1514
175;Leprechauns;1514;1558
176;CallingRulesWithRandomPlay;1575;1529
176;Leprechauns;1529;1575
177;CallingRulesWithRandomPlay;1589;1547
177;Leprechauns;1547;1589
178;CallingRulesWithRandomPlay;1589;1547
178;Leprechauns;1547;1589
179;CallingRulesWithRandomPlay;1605;1563
179;Leprechauns;1563;1605
180;CallingRulesWithRandomPlay;1605;1563
180;Leprechauns;1563;1605
181;CallingRulesWithRandomPlay;1621;1579
181;Leprechauns;1579;1621
182;CallingRulesWithRandomPlay;1637;1595
182;Leprechauns;1595;1637
183;CallingRulesWithRandomPlay;1637;1595
183;Leprechauns;1595;1637
184;CallingRulesWithRandomPlay;1653;1611
184;Leprechauns;1611;1653
185;CallingRulesWithRandomPlay;1669;1627
185;Leprechauns;1627;1669
186;CallingRulesWithRandomPlay;1684;1644
186;Leprechauns;1644;1684
187;CallingRulesWithRandomPlay;1697;1663
187;Leprechauns;1663;1697
188;CallingRulesWithRandomPlay;1713;1679
188;Leprechauns;1679;1713
189;CallingRulesWithRandomPlay;1731;1693
189;Leprechauns;1693;1731
190;CallingRulesWithRandomPlay;1731;1693
190;Leprechauns;1693;1731
191;CallingRulesWithRandomPlay;1747;1709
191;Leprechauns;1709;1747
192;CallingRulesWithRandomPlay;1747;1709
192;Leprechauns;1709;1747
193;CallingRulesWithRandomPlay;1747;1709
193;Leprechauns;1709;1747
194;CallingRulesWithRandomPlay;1747;1709
194;Leprechauns;1709;1747
195;CallingRulesWithRandomPlay;1747;1709
195;Leprechauns;1709;1747
196;CallingRulesWithRandomPlay;1762;1726
196;Leprechauns;1726;1762
197;CallingRulesWithRandomPlay;1762;1726
197;Leprechauns;1726;1762
198;CallingRulesWithRandomPlay;1778;1742
198;Leprechauns;1742;1778
199;CallingRulesWithRandomPlay;1778;1742
199;Leprechauns;1742;1778
200;CallingRulesWithRandomPlay;1778;1742
200;Leprechauns;1742;1778
201;CallingRulesWithRandomPlay;1794;1758
201;Leprechauns;1758;1794
202;CallingRulesWithRandomPlay;1809;1775
202;Leprechauns;1775;1809
203;CallingRulesWithRandomPlay;1824;1792
203;Leprechauns;1792;1824
204;CallingRulesWithRandomPlay;1824;1792
204;Leprechauns;1792;1824
205;CallingRulesWithRandomPlay;1824;1792
205;Leprechauns;1792;1824
206;CallingRulesWithRandomPlay;1840;1808
206;Leprechauns;1808;1840
207;CallingRulesWithRandomPlay;1859;1821
207;Leprechauns;1821;1859
208;CallingRulesWithRandomPlay;1875;1837
208;Leprechauns;1837;1875
209;CallingRulesWithRandomPlay;1889;1855
209;Leprechauns;1855;1889
210;CallingRulesWithRandomPlay;1905;1871
210;Leprechauns;1871;1905
211;CallingRulesWithRandomPlay;1905;1871
211;Leprechauns;1871;1905
212;CallingRulesWithRandomPlay;1905;1871
212;Leprechauns;1871;1905
213;CallingRulesWithRandomPlay;1921;1887
213;Leprechauns;1887;1921
214;CallingRulesWithRandomPlay;1921;1887
214;Leprechauns;1887;1921
215;CallingRulesWithRandomPlay;1940;1900
215;Leprechauns;1900;1940
216;CallingRulesWithRandomPlay;1940;1900
216;Leprechauns;1900;1940
217;CallingRulesWithRandomPlay;1953;1919
217;Leprechauns;1919;1953
218;CallingRulesWithRandomPlay;1969;1935
218;Leprechauns;1935;1969
219;CallingRulesWithRandomPlay;1969;1935
219;Leprechauns;1935;1969
220;CallingRulesWithRandomPlay;1985;1951
220;Leprechauns;1951;1985
221;CallingRulesWithRandomPlay;1985;1951
221;Leprechauns;1951;1985
222;CallingRulesWithRandomPlay;1985;1951
222;Leprechauns;1951;1985
223;CallingRulesWithRandomPlay;1985;1951
223;Leprechauns;1951;1985
224;CallingRulesWithRandomPlay;2002;1966
224;Leprechauns;1966;2002
225;CallingRulesWithRandomPlay;2018;1982
225;Leprechauns;1982;2018
226;CallingRulesWithRandomPlay;2036;1996
226;Leprechauns;1996;2036
227;CallingRulesWithRandomPlay;2052;2012
227;Leprechauns;2012;2052
228;CallingRulesWithRandomPlay;2052;2012
228;Leprechauns;2012;2052
229;CallingRulesWithRandomPlay;2067;2029
229;Leprechauns;2029;2067
230;CallingRulesWithRandomPlay;2082;2046
230;Leprechauns;2046;2082
231;CallingRulesWithRandomPlay;2082;2046
231;Leprechauns;2046;2082
232;CallingRulesWithRandomPlay;2082;2046
232;Leprechauns;2046;2082
233;CallingRulesWithRandomPlay;2082;2046
233;Leprechauns;2046;2082
234;CallingRulesWithRandomPlay;2098;2062
234;Leprechauns;2062;2098
235;CallingRulesWithRandomPlay;2098;2062
235;Leprechauns;2062;2098
236;CallingRulesWithRandomPlay;2098;2062
236;Leprechauns;2062;2098
237;CallingRulesWithRandomPlay;2098;2062
237;Leprechauns;2062;2098
238;CallingRulesWithRandomPlay;2115;2077
238;Leprechauns;2077;2115
239;CallingRulesWithRandomPlay;2115;2077
239;Leprechauns;2077;2115
240;CallingRulesWithRandomPlay;2115;2077
240;Leprechauns;2077;2115
241;CallingRulesWithRandomPlay;2115;2077
241;Leprechauns;2077;2115
242;CallingRulesWithRandomPlay;2131;2093
242;Leprechauns;2093;2131
243;CallingRulesWithRandomPlay;2147;2109
243;Leprechauns;2109;2147
244;CallingRulesWithRandomPlay;2147;2109
244;Leprechauns;2109;2147
245;CallingRulesWithRandomPlay;2147;2109
245;Leprechauns;2109;2147
246;CallingRulesWithRandomPlay;2147;2109
246;Leprechauns;2109;2147
247;CallingRulesWithRandomPlay;2147;2109
247;Leprechauns;2109;2147
248;CallingRulesWithRandomPlay;2163;2125
248;Leprechauns;2125;2163
249;CallingRulesWithRandomPlay;2180;2140
249;Leprechauns;2140;2180
250;CallingRulesWithRandomPlay;2180;2140
250;Leprechauns;2140;2180
251;CallingRulesWithRandomPlay;2180;2140
251;Leprechauns;2140;2180
252;CallingRulesWithRandomPlay;2180;2140
252;Leprechauns;2140;2180
253;CallingRulesWithRandomPlay;2180;2140
253;Leprechauns;2140;2180
254;CallingRulesWithRandomPlay;2196;2156
254;Leprechauns;2156;2196
255;CallingRulesWithRandomPlay;2211;2173
255;Leprechauns;2173;2211
256;CallingRulesWithRandomPlay;2227;2189
256;Leprechauns;2189;2227
257;CallingRulesWithRandomPlay;2227;2189
257;Leprechauns;2189;2227
258;CallingRulesWithRandomPlay;2243;2205
258;Leprechauns;2205;2243
259;CallingRulesWithRandomPlay;2259;2221
259;Leprechauns;2221;2259
260;CallingRulesWithRandomPlay;2275;2237
260;Leprechauns;2237;2275
261;CallingRulesWithRandomPlay;2275;2237
261;Leprechauns;2237;2275
262;CallingRulesWithRandomPlay;2275;2237
262;Leprechauns;2237;2275
263;CallingRulesWithRandomPlay;2291;2253
263;Leprechauns;2253;2291
264;CallingRulesWithRandomPlay;2291;2253
264;Leprechauns;2253;2291
265;CallingRulesWithRandomPlay;2307;2269
265;Leprechauns;2269;2307
266;CallingRulesWithRandomPlay;2323;2285
266;Leprechauns;2285;2323
267;CallingRulesWithRandomPlay;2323;2285
267;Leprechauns;2285;2323
268;CallingRulesWithRandomPlay;2339;2301
268;Leprechauns;2301;2339
269;CallingRulesWithRandomPlay;2355;2317
269;Leprechauns;2317;2355
270;CallingRulesWithRandomPlay;2371;2333
270;Leprechauns;2333;2371
271;CallingRulesWithRandomPlay;2387;2349
271;Leprechauns;2349;2387
272;CallingRulesWithRandomPlay;2404;2364
272;Leprechauns;2364;2404
273;CallingRulesWithRandomPlay;2420;2380
273;Leprechauns;2380;2420
274;CallingRulesWithRandomPlay;2420;2380
274;Leprechauns;2380;2420
275;CallingRulesWithRandomPlay;2436;2396
275;Leprechauns;2396;2436
276;CallingRulesWithRandomPlay;2436;2396
276;Leprechauns;2396;2436
277;CallingRulesWithRandomPlay;2452;2412
277;Leprechauns;2412;2452
278;CallingRulesWithRandomPlay;2468;2428
278;Leprechauns;2428;2468
279;CallingRulesWithRandomPlay;2487;2441
279;Leprechauns;2441;2487
280;CallingRulesWithRandomPlay;2487;2441
280;Leprechauns;2441;2487
281;CallingRulesWithRandomPlay;2503;2457
281;Leprechauns;2457;2503
282;CallingRulesWithRandomPlay;2519;2473
282;Leprechauns;2473;2519
283;CallingRulesWithRandomPlay;2519;2473
283;Leprechauns;2473;2519
284;CallingRulesWithRandomPlay;2519;2473
284;Leprechauns;2473;2519
285;CallingRulesWithRandomPlay;2534;2490
285;Leprechauns;2490;2534
286;CallingRulesWithRandomPlay;2534;2490
286;Leprechauns;2490;2534
287;CallingRulesWithRandomPlay;2534;2490
287;Leprechauns;2490;2534
288;CallingRulesWithRandomPlay;2534;2490
288;Leprechauns;2490;2534
289;CallingRulesWithRandomPlay;2550;2506
289;Leprechauns;2506;2550
290;CallingRulesWithRandomPlay;2564;2524
290;Leprechauns;2524;2564
291;CallingRulesWithRandomPlay;2564;2524
291;Leprechauns;2524;2564
292;CallingRulesWithRandomPlay;2580;2540
292;Leprechauns;2540;2580
293;CallingRulesWithRandomPlay;2580;2540
293;Leprechauns;2540;2580
294;CallingRulesWithRandomPlay;2580;2540
294;Leprechauns;2540;2580
295;CallingRulesWithRandomPlay;2596;2556
295;Leprechauns;2556;2596
296;CallingRulesWithRandomPlay;2612;2572
296;Leprechauns;2572;2612
297;CallingRulesWithRandomPlay;2612;2572
297;Leprechauns;2572;2612
298;CallingRulesWithRandomPlay;2612;2572
298;Leprechauns;2572;2612
299;CallingRulesWithRandomPlay;2612;2572
299;Leprechauns;2572;2612
300;CallingRulesWithRandomPlay;2612;2572
300;Leprechauns;2572;2612
301;CallingRulesWithRandomPlay;2612;2572
301;Leprechauns;2572;2612
302;CallingRulesWithRandomPlay;2628;2588
302;Leprechauns;2588;2628
303;CallingRulesWithRandomPlay;2643;2605
303;Leprechauns;2605;2643
304;CallingRulesWithRandomPlay;2658;2622
304;Leprechauns;2622;2658
305;CallingRulesWithRandomPlay;2658;2622
305;Leprechauns;2622;2658
306;CallingRulesWithRandomPlay;2673;2639
306;Leprechauns;2639;2673
307;CallingRulesWithRandomPlay;2691;2653
307;Leprechauns;2653;2691
308;CallingRulesWithRandomPlay;2709;2667
308;Leprechauns;2667;2709
309;CallingRulesWithRandomPlay;2724;2684
309;Leprechauns;2684;2724
310;CallingRulesWithRandomPlay;2739;2701
310;Leprechauns;2701;2739
311;CallingRulesWithRandomPlay;2739;2701
311;Leprechauns;2701;2739
312;CallingRulesWithRandomPlay;2753;2719
312;Leprechauns;2719;2753
313;CallingRulesWithRandomPlay;2767;2737
313;Leprechauns;2737;2767
314;CallingRulesWithRandomPlay;2767;2737
314;Leprechauns;2737;2767
315;CallingRulesWithRandomPlay;2783;2753
315;Leprechauns;2753;2783
316;CallingRulesWithRandomPlay;2783;2753
316;Leprechauns;2753;2783
317;CallingRulesWithRandomPlay;2783;2753
317;Leprechauns;2753;2783
318;CallingRulesWithRandomPlay;2783;2753
318;Leprechauns;2753;2783
319;CallingRulesWithRandomPlay;2798;2770
319;Leprechauns;2770;2798
320;CallingRulesWithRandomPlay;2814;2786
320;Leprechauns;2786;2814
321;CallingRulesWithRandomPlay;2814;2786
321;Leprechauns;2786;2814
322;CallingRulesWithRandomPlay;2814;2786
322;Leprechauns;2786;2814
323;CallingRulesWithRandomPlay;2814;2786
323;Leprechauns;2786;2814
324;CallingRulesWithRandomPlay;2832;2800
324;Leprechauns;2800;2832
325;CallingRulesWithRandomPlay;2832;2800
325;Leprechauns;2800;2832
326;CallingRulesWithRandomPlay;2832;2800
326;Leprechauns;2800;2832
327;CallingRulesWithRandomPlay;2832;2800
327;Leprechauns;2800;2832
328;CallingRulesWithRandomPlay;2832;2800
328;Leprechauns;2800;2832
329;CallingRulesWithRandomPlay;2845;2819
329;Leprechauns;2819;2845
330;CallingRulesWithRandomPlay;2861;2835
330;Leprechauns;2835;2861
331;CallingRulesWithRandomPlay;2880;2848
331;Leprechauns;2848;2880
332;CallingRulesWithRandomPlay;2897;2863
332;Leprechauns;2863;2897
333;CallingRulesWithRandomPlay;2910;2882
333;Leprechauns;2882;2910
334;CallingRulesWithRandomPlay;2930;2894
334;Leprechauns;2894;2930
335;CallingRulesWithRandomPlay;2946;2910
335;Leprechauns;2910;2946
336;CallingRulesWithRandomPlay;2964;2924
336;Leprechauns;2924;2964
337;CallingRulesWithRandomPlay;2964;2924
337;Leprechauns;2924;2964
338;CallingRulesWithRandomPlay;2980;2940
338;Leprechauns;2940;2980
339;CallingRulesWithRandomPlay;2980;2940
339;Leprechauns;2940;2980
340;CallingRulesWithRandomPlay;2998;2954
340;Leprechauns;2954;2998
341;CallingRulesWithRandomPlay;2998;2954
341;Leprechauns;2954;2998
342;CallingRulesWithRandomPlay;3015;2969
342;Leprechauns;2969;3015
343;CallingRulesWithRandomPlay;3015;2969
343;Leprechauns;2969;3015
344;CallingRulesWithRandomPlay;3015;2969
344;Leprechauns;2969;3015
345;CallingRulesWithRandomPlay;3015;2969
345;Leprechauns;2969;3015
346;CallingRulesWithRandomPlay;3029;2987
346;Leprechauns;2987;3029
347;CallingRulesWithRandomPlay;3047;3001
347;Leprechauns;3001;3047
348;CallingRulesWithRandomPlay;3047;3001
348;Leprechauns;3001;3047
349;CallingRulesWithRandomPlay;3063;3017
349;Leprechauns;3017;3063
350;CallingRulesWithRandomPlay;3063;3017
350;Leprechauns;3017;3063
351;CallingRulesWithRandomPlay;3063;3017
351;Leprechauns;3017;3063
352;CallingRulesWithRandomPlay;3080;3032
352;Leprechauns;3032;3080
353;CallingRulesWithRandomPlay;3099;3045
353;Leprechauns;3045;3099
354;CallingRulesWithRandomPlay;3099;3045
354;Leprechauns;3045;3099
355;CallingRulesWithRandomPlay;3114;3062
355;Leprechauns;3062;3114
356;CallingRulesWithRandomPlay;3114;3062
356;Leprechauns;3062;3114
357;CallingRulesWithRandomPlay;3130;3078
357;Leprechauns;3078;3130
358;CallingRulesWithRandomPlay;3146;3094
358;Leprechauns;3094;3146
359;CallingRulesWithRandomPlay;3162;3110
359;Leprechauns;3110;3162
360;CallingRulesWithRandomPlay;3178;3126
360;Leprechauns;3126;3178
361;CallingRulesWithRandomPlay;3178;3126
361;Leprechauns;3126;3178
362;CallingRulesWithRandomPlay;3192;3144
362;Leprechauns;3144;3192
363;CallingRulesWithRandomPlay;3192;3144
363;Leprechauns;3144;3192
364;CallingRulesWithRandomPlay;3206;3162
364;Leprechauns;3162;3206
365;CallingRulesWithRandomPlay;3206;3162
365;Leprechauns;3162;3206
366;CallingRulesWithRandomPlay;3223;3177
366;Leprechauns;3177;3223
367;CallingRulesWithRandomPlay;3238;3194
367;Leprechauns;3194;3238
368;CallingRulesWithRandomPlay;3255;3209
368;Leprechauns;3209;3255
369;CallingRulesWithRandomPlay;3272;3224
369;Leprechauns;3224;3272
370;CallingRulesWithRandomPlay;3288;3240
370;Leprechauns;3240;3288
371;CallingRulesWithRandomPlay;3304;3256
371;Leprechauns;3256;3304
372;CallingRulesWithRandomPlay;3304;3256
372;Leprechauns;3256;3304
373;CallingRulesWithRandomPlay;3323;3269
373;Leprechauns;3269;3323
374;CallingRulesWithRandomPlay;3323;3269
374;Leprechauns;3269;3323
375;CallingRulesWithRandomPlay;3341;3283
375;Leprechauns;3283;3341
376;CallingRulesWithRandomPlay;3357;3299
376;Leprechauns;3299;3357
377;CallingRulesWithRandomPlay;3374;3314
377;Leprechauns;3314;3374
378;CallingRulesWithRandomPlay;3374;3314
378;Leprechauns;3314;3374
379;CallingRulesWithRandomPlay;3374;3314
379;Leprechauns;3314;3374
380;CallingRulesWithRandomPlay;3390;3330
380;Leprechauns;3330;3390
381;CallingRulesWithRandomPlay;3406;3346
381;Leprechauns;3346;3406
382;CallingRulesWithRandomPlay;3406;3346
382;Leprechauns;3346;3406
383;CallingRulesWithRandomPlay;3406;3346
383;Leprechauns;3346;3406
384;CallingRulesWithRandomPlay;3421;3363
384;Leprechauns;3363;3421
385;CallingRulesWithRandomPlay;3421;3363
385;Leprechauns;3363;3421
386;CallingRulesWithRandomPlay;3421;3363
386;Leprechauns;3363;3421
387;CallingRulesWithRandomPlay;3421;3363
387;Leprechauns;3363;3421
388;CallingRulesWithRandomPlay;3421;3363
388;Leprechauns;3363;3421
389;CallingRulesWithRandomPlay;3421;3363
389;Leprechauns;3363;3421
390;CallingRulesWithRandomPlay;3421;3363
390;Leprechauns;3363;3421
391;CallingRulesWithRandomPlay;3435;3381
391;Leprechauns;3381;3435
392;CallingRulesWithRandomPlay;3435;3381
392;Leprechauns;3381;3435
393;CallingRulesWithRandomPlay;3451;3397
393;Leprechauns;3397;3451
394;CallingRulesWithRandomPlay;3451;3397
394;Leprechauns;3397;3451
395;CallingRulesWithRandomPlay;3467;3413
395;Leprechauns;3413;3467
396;CallingRulesWithRandomPlay;3467;3413
396;Leprechauns;3413;3467
397;CallingRulesWithRandomPlay;3467;3413
397;Leprechauns;3413;3467
398;CallingRulesWithRandomPlay;3483;3429
398;Leprechauns;3429;3483
399;CallingRulesWithRandomPlay;3483;3429
399;Leprechauns;3429;3483
400;CallingRulesWithRandomPlay;3499;3445
400;Leprechauns;3445;3499
401;CallingRulesWithRandomPlay;3515;3461
401;Leprechauns;3461;3515
402;CallingRulesWithRandomPlay;3527;3481
402;Leprechauns;3481;3527
403;CallingRulesWithRandomPlay;3543;3497
403;Leprechauns;3497;3543
404;CallingRulesWithRandomPlay;3559;3513
404;Leprechauns;3513;3559
405;CallingRulesWithRandomPlay;3576;3528
405;Leprechauns;3528;3576
406;CallingRulesWithRandomPlay;3592;3544
406;Leprechauns;3544;3592
407;CallingRulesWithRandomPlay;3609;3559
407;Leprechauns;3559;3609
408;CallingRulesWithRandomPlay;3609;3559
408;Leprechauns;3559;3609
409;CallingRulesWithRandomPlay;3609;3559
409;Leprechauns;3559;3609
410;CallingRulesWithRandomPlay;3625;3575
410;Leprechauns;3575;3625
411;CallingRulesWithRandomPlay;3625;3575
411;Leprechauns;3575;3625
412;CallingRulesWithRandomPlay;3625;3575
412;Leprechauns;3575;3625
413;CallingRulesWithRandomPlay;3625;3575
413;Leprechauns;3575;3625
414;CallingRulesWithRandomPlay;3625;3575
414;Leprechauns;3575;3625
415;CallingRulesWithRandomPlay;3625;3575
415;Leprechauns;3575;3625
416;CallingRulesWithRandomPlay;3644;3588
416;Leprechauns;3588;3644
417;CallingRulesWithRandomPlay;3660;3604
417;Leprechauns;3604;3660
418;CallingRulesWithRandomPlay;3660;3604
418;Leprechauns;3604;3660
419;CallingRulesWithRandomPlay;3674;3622
419;Leprechauns;3622;3674
420;CallingRulesWithRandomPlay;3691;3637
420;Leprechauns;3637;3691
421;CallingRulesWithRandomPlay;3691;3637
421;Leprechauns;3637;3691
422;CallingRulesWithRandomPlay;3691;3637
422;Leprechauns;3637;3691
423;CallingRulesWithRandomPlay;3707;3653
423;Leprechauns;3653;3707
424;CallingRulesWithRandomPlay;3722;3670
424;Leprechauns;3670;3722
425;CallingRulesWithRandomPlay;3722;3670
425;Leprechauns;3670;3722
426;CallingRulesWithRandomPlay;3737;3687
426;Leprechauns;3687;3737
427;CallingRulesWithRandomPlay;3737;3687
427;Leprechauns;3687;3737
428;CallingRulesWithRandomPlay;3737;3687
428;Leprechauns;3687;3737
429;CallingRulesWithRandomPlay;3737;3687
429;Leprechauns;3687;3737
430;CallingRulesWithRandomPlay;3737;3687
430;Leprechauns;3687;3737
431;CallingRulesWithRandomPlay;3737;3687
431;Leprechauns;3687;3737
432;CallingRulesWithRandomPlay;3737;3687
432;Leprechauns;3687;3737
433;CallingRulesWithRandomPlay;3737;3687
433;Leprechauns;3687;3737
434;CallingRulesWithRandomPlay;3755;3701
434;Leprechauns;3701;3755
435;CallingRulesWithRandomPlay;3770;3718
435;Leprechauns;3718;3770
436;CallingRulesWithRandomPlay;3785;3735
436;Leprechauns;3735;3785
437;CallingRulesWithRandomPlay;3802;3750
437;Leprechauns;3750;3802
438;CallingRulesWithRandomPlay;3802;3750
438;Leprechauns;3750;3802
439;CallingRulesWithRandomPlay;3802;3750
439;Leprechauns;3750;3802
440;CallingRulesWithRandomPlay;3802;3750
440;Leprechauns;3750;3802
441;CallingRulesWithRandomPlay;3818;3766
441;Leprechauns;3766;3818
442;CallingRulesWithRandomPlay;3818;3766
442;Leprechauns;3766;3818
443;CallingRulesWithRandomPlay;3834;3782
443;Leprechauns;3782;3834
444;CallingRulesWithRandomPlay;3850;3798
444;Leprechauns;3798;3850
445;CallingRulesWithRandomPlay;3866;3814
445;Leprechauns;3814;3866
446;CallingRulesWithRandomPlay;3866;3814
446;Leprechauns;3814;3866
447;CallingRulesWithRandomPlay;3882;3830
447;Leprechauns;3830;3882
448;CallingRulesWithRandomPlay;3882;3830
448;Leprechauns;3830;3882
449;CallingRulesWithRandomPlay;3882;3830
449;Leprechauns;3830;3882
450;CallingRulesWithRandomPlay;3898;3846
450;Leprechauns;3846;3898
451;CallingRulesWithRandomPlay;3914;3862
451;Leprechauns;3862;3914
452;CallingRulesWithRandomPlay;3914;3862
452;Leprechauns;3862;3914
453;CallingRulesWithRandomPlay;3914;3862
453;Leprechauns;3862;3914
454;CallingRulesWithRandomPlay;3914;3862
454;Leprechauns;3862;3914
455;CallingRulesWithRandomPlay;3931;3877
455;Leprechauns;3877;3931
456;CallingRulesWithRandomPlay;3947;3893
456;Leprechauns;3893;3947
457;CallingRulesWithRandomPlay;3962;3910
457;Leprechauns;3910;3962
458;CallingRulesWithRandomPlay;3977;3927
458;Leprechauns;3927;3977
459;CallingRulesWithRandomPlay;3993;3943
459;Leprechauns;3943;3993
460;CallingRulesWithRandomPlay;3993;3943
460;Leprechauns;3943;3993
461;CallingRulesWithRandomPlay;4009;3959
461;Leprechauns;3959;4009
462;CallingRulesWithRandomPlay;4009;3959
462;Leprechauns;3959;4009
463;CallingRulesWithRandomPlay;4009;3959
463;Leprechauns;3959;4009
464;CallingRulesWithRandomPlay;4025;3975
464;Leprechauns;3975;4025
465;CallingRulesWithRandomPlay;4041;3991
465;Leprechauns;3991;4041
466;CallingRulesWithRandomPlay;4041;3991
466;Leprechauns;3991;4041
467;CallingRulesWithRandomPlay;4058;4006
467;Leprechauns;4006;4058
468;CallingRulesWithRandomPlay;4074;4022
468;Leprechauns;4022;4074
469;CallingRulesWithRandomPlay;4090;4038
469;Leprechauns;4038;4090
470;CallingRulesWithRandomPlay;4105;4055
470;Leprechauns;4055;4105
471;CallingRulesWithRandomPlay;4121;4071
471;Leprechauns;4071;4121
472;CallingRulesWithRandomPlay;4121;4071
472;Leprechauns;4071;4121
473;CallingRulesWithRandomPlay;4137;4087
473;Leprechauns;4087;4137
474;CallingRulesWithRandomPlay;4153;4103
474;Leprechauns;4103;4153
475;CallingRulesWithRandomPlay;4169;4119
475;Leprechauns;4119;4169
476;CallingRulesWithRandomPlay;4169;4119
476;Leprechauns;4119;4169
477;CallingRulesWithRandomPlay;4185;4135
477;Leprechauns;4135;4185
478;CallingRulesWithRandomPlay;4198;4154
478;Leprechauns;4154;4198
479;CallingRulesWithRandomPlay;4214;4170
479;Leprechauns;4170;4214
480;CallingRulesWithRandomPlay;4229;4187
480;Leprechauns;4187;4229
481;CallingRulesWithRandomPlay;4247;4201
481;Leprechauns;4201;4247
482;CallingRulesWithRandomPlay;4261;4219
482;Leprechauns;4219;4261
483;CallingRulesWithRandomPlay;4277;4235
483;Leprechauns;4235;4277
484;CallingRulesWithRandomPlay;4293;4251
484;Leprechauns;4251;4293
485;CallingRulesWithRandomPlay;4309;4267
485;Leprechauns;4267;4309
486;CallingRulesWithRandomPlay;4326;4282
486;Leprechauns;4282;4326
487;CallingRulesWithRandomPlay;4342;4298
487;Leprechauns;4298;4342
488;CallingRulesWithRandomPlay;4358;4314
488;Leprechauns;4314;4358
489;CallingRulesWithRandomPlay;4358;4314
489;Leprechauns;4314;4358
490;CallingRulesWithRandomPlay;4358;4314
490;Leprechauns;4314;4358
491;CallingRulesWithRandomPlay;4358;4314
491;Leprechauns;4314;4358
492;CallingRulesWithRandomPlay;4358;4314
492;Leprechauns;4314;4358
493;CallingRulesWithRandomPlay;4374;4330
493;Leprechauns;4330;4374
494;CallingRulesWithRandomPlay;4374;4330
494;Leprechauns;4330;4374
495;CallingRulesWithRandomPlay;4390;4346
495;Leprechauns;4346;4390
496;CallingRulesWithRandomPlay;4409;4359
496;Leprechauns;4359;4409
497;CallingRulesWithRandomPlay;4428;4372
497;Leprechauns;4372;4428
498;CallingRulesWithRandomPlay;4444;4388
498;Leprechauns;4388;4444
499;CallingRulesWithRandomPlay;4444;4388
499;Leprechauns;4388;4444
500;CallingRulesWithRandomPlay;4460;4404
500;Leprechauns;4404;4460
501;CallingRulesWithRandomPlay;4460;4404
501;Leprechauns;4404;4460
502;CallingRulesWithRandomPlay;4460;4404
502;Leprechauns;4404;4460
503;CallingRulesWithRandomPlay;4460;4404
503;Leprechauns;4404;4460
504;CallingRulesWithRandomPlay;4460;4404
504;Leprechauns;4404;4460
505;CallingRulesWithRandomPlay;4460;4404
505;Leprechauns;4404;4460
506;CallingRulesWithRandomPlay;4460;4404
506;Leprechauns;4404;4460
507;CallingRulesWithRandomPlay;4460;4404
